KKS,Medium,Medium_processed,Fluid Group,DN,PS [bar(g)],Category,Category Details
9 GKB07 BR710,Town Water,Liquids,2,50,1.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.5, DN=50.0, PS*DN=75.0)"
9 GKB08 BR105,Town Water,Liquids,2,200,0.5,See 5.3,"PS<=0.5 (PS=0.5, DN=200.0, PS*DN=100.0)"
9 GKB08 BR110,Town Water,Liquids,2,200,3,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.0, DN=200.0, PS*DN=600.0)"
9 GKB08 BR700,Town Water,Liquids,2,25,0.5,See 5.3,"PS<=0.5 (PS=0.5, DN=25.0, PS*DN=12.5)"
9 GKB09 BR105,Town Water,Liquids,2,200,0.5,See 5.3,"PS<=0.5 (PS=0.5, DN=200.0, PS*DN=100.0)"
9 GKB09 BR110,Town Water,Liquids,2,200,3,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.0, DN=200.0, PS*DN=600.0)"
9 GKB09 BR700,Town Water,Liquids,2,25,0.5,See 5.3,"PS<=0.5 (PS=0.5, DN=25.0, PS*DN=12.5)"
9 GKB10 BR100,Town Water,Liquids,2,250,10,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=10.0, DN=250.0, PS*DN=2500.0)"
9 GKB10 BR105,Town Water,Liquids,2,250,7,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.0, DN=250.0, PS*DN=1750.0)"
9 GKB10 BR106,Town Water,Liquids,2,150,7,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.0, DN=150.0, PS*DN=1050.0)"
9 GKB10 BR107,Town Water,Liquids,2,250,7,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.0, DN=250.0, PS*DN=1750.0)"
9 GKB10 BR110,Town Water,Liquids,2,150,7,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.0, DN=150.0, PS*DN=1050.0)"
9 GKB10 BR115,Town Water,Liquids,2,150,7,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.0, DN=150.0, PS*DN=1050.0)"
9 GKB10 BR120,Town Water,Liquids,2,40,7,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.0, DN=40.0, PS*DN=280.0)"
9 GKB10 BR610,Town Water,Liquids,2,25,10,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=10.0, DN=25.0, PS*DN=250.0)"
9 GKB10 BR710,Town Water,Liquids,2,25,10,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=10.0, DN=25.0, PS*DN=250.0)"
9 GKB11 BR100,Town Water,Liquids,2,40,3.6,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.6, DN=40.0, PS*DN=144.0)"
9 GKB11 BR120,Town Water,Liquids,2,40,3.6,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.6, DN=40.0, PS*DN=144.0)"
9 GKB11 BR130,Town Water,Liquids,2,40,3.6,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.6, DN=40.0, PS*DN=144.0)"
9 GKB11 BR140,Town Water,Liquids,2,40,3.6,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.6, DN=40.0, PS*DN=144.0)"
9 GKB11 BR150,Town Water,Liquids,2,40,3.6,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.6, DN=40.0, PS*DN=144.0)"
9 GKB15 BR100,Town Water,Liquids,2,40,3.6,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.6, DN=40.0, PS*DN=144.0)"
9 GKB15 BR105,Town Water,Liquids,2,40,3.6,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.6, DN=40.0, PS*DN=144.0)"
9 GKB15 BR120,Town Water,Liquids,2,32,0.5,See 5.3,"PS<=0.5 (PS=0.5, DN=32.0, PS*DN=16.0)"
9 GKB15 BR700,Town Water,Liquids,2,40,0.5,See 5.3,"PS<=0.5 (PS=0.5, DN=40.0, PS*DN=20.0)"
9 GKB15 BR710,Town Water,Liquids,2,40,0.5,See 5.3,"PS<=0.5 (PS=0.5, DN=40.0, PS*DN=20.0)"
9 GKB16 BR100,Town Water,Liquids,2,32,3.6,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.6, DN=32.0, PS*DN=115.2)"
9 GKB16 BR110,Town Water,Liquids,2,32,3.6,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.6, DN=32.0, PS*DN=115.2)"
9 GKB16 BR700,Town Water,Liquids,2,32,0.5,See 5.3,"PS<=0.5 (PS=0.5, DN=32.0, PS*DN=16.0)"
9 GKB17 BR100,Town Water,Liquids,2,32,3.6,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.6, DN=32.0, PS*DN=115.2)"
9 GKB17 BR110,Town Water,Liquids,2,32,3.6,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.6, DN=32.0, PS*DN=115.2)"
9 GKB17 BR700,Town Water,Liquids,2,32,0.5,See 5.3,"PS<=0.5 (PS=0.5, DN=32.0, PS*DN=16.0)"
9 GKB18 BR100,Town Water,Liquids,2,32,3.6,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.6, DN=32.0, PS*DN=115.2)"
9 GKB20 BR105,Town Water,Liquids,2,40,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=40.0, PS*DN=288.0)"
9 GKB30 BR100,Town Water,Liquids,2,100,10,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=10.0, DN=100.0, PS*DN=1000.0)"
9 GKB30 BR105,Town Water,Liquids,2,100,10,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=10.0, DN=100.0, PS*DN=1000.0)"
9 GKB30 BR120,Town Water,Liquids,2,100,10,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=10.0, DN=100.0, PS*DN=1000.0)"
9 GKB30 BR125,Town Water,Liquids,2,100,10,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=10.0, DN=100.0, PS*DN=1000.0)"
9 GKB30 BR130,Town Water,Liquids,2,100,10,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=10.0, DN=100.0, PS*DN=1000.0)"
9 GKB30 BR160,Town Water,Liquids,2,100,10,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=10.0, DN=100.0, PS*DN=1000.0)"
9 GKB30 BR170,Town Water,Liquids,2,100,10,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=10.0, DN=100.0, PS*DN=1000.0)"
9 GKB31 BR100,Town Water,Liquids,2,100,0.5,See 5.3,"PS<=0.5 (PS=0.5, DN=100.0, PS*DN=50.0)"
9 GKB31 BR700,Town Water,Liquids,2,100,0.5,See 5.3,"PS<=0.5 (PS=0.5, DN=100.0, PS*DN=50.0)"
9 GKB31 BR710,Town Water,Liquids,2,50,0.5,See 5.3,"PS<=0.5 (PS=0.5, DN=50.0, PS*DN=25.0)"
9 GKB32 BR105,Town Water,Liquids,2,100,0.5,See 5.3,"PS<=0.5 (PS=0.5, DN=100.0, PS*DN=50.0)"
9 GKB32 BR110,Town Water,Liquids,2,100,3.4,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.4, DN=100.0, PS*DN=340.0)"
9 GKB32 BR700,Town Water,Liquids,2,25,10,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=10.0, DN=25.0, PS*DN=250.0)"
9 GKB33 BR105,Town Water,Liquids,2,100,0.5,See 5.3,"PS<=0.5 (PS=0.5, DN=100.0, PS*DN=50.0)"
9 GKB33 BR110,Town Water,Liquids,2,100,3.4,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.4, DN=100.0, PS*DN=340.0)"
9 GKB33 BR700,Town Water,Liquids,2,25,10,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=10.0, DN=25.0, PS*DN=250.0)"
9 GKB35 BR100,Town Water,Liquids,2,100,3.4,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.4, DN=100.0, PS*DN=340.0)"
9 GKB35 BR105,Town Water,Liquids,2,100,3.4,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.4, DN=100.0, PS*DN=340.0)"
9 GKB35 BR110,Town Water,Liquids,2,100,3.4,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.4, DN=100.0, PS*DN=340.0)"
9 GKB35 BR120,Town Water,Liquids,2,100,3.4,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.4, DN=100.0, PS*DN=340.0)"
9 GKB35 BR130,Town Water,Liquids,2,100,3.4,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.4, DN=100.0, PS*DN=340.0)"
9 GKC10 BR100,Town Water,Liquids,2,50,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=50.0, PS*DN=360.0)"
9 GKC10 BR700,Town Water,Liquids,2,50,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=50.0, PS*DN=360.0)"
9 GKC10 BR710,Town Water,Liquids,2,50,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=50.0, PS*DN=360.0)"
9 GKC11 BR100,Town Water,Liquids,2,50,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=50.0, PS*DN=360.0)"
9 GKC11 BR110,Town Water,Liquids,2,40,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=40.0, PS*DN=288.0)"
9 GKC11 BR710,Town Water,Liquids,2,25,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=25.0, PS*DN=180.0)"
9 GKC12 BR100,Town Water,Liquids,2,50,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=50.0, PS*DN=360.0)"
9 GKC12 BR110,Town Water,Liquids,2,40,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=40.0, PS*DN=288.0)"
9 GKC12 BR710,Town Water,Liquids,2,25,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=25.0, PS*DN=180.0)"
9 GKC20 BR100,Town Water,Liquids,2,40,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=40.0, PS*DN=288.0)"
9 GKC20 BR110,Town Water,Liquids,2,40,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=40.0, PS*DN=288.0)"
9 GKC20 BR116,Town Water,Liquids,2,40,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=40.0, PS*DN=288.0)"
9 GKC20 BR120,Town Water,Liquids,2,40,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=40.0, PS*DN=288.0)"
9 GKC20 BR130,Town Water,Liquids,2,40,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=40.0, PS*DN=288.0)"
9 GKC20 BR140,Town Water,Liquids,2,40,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=40.0, PS*DN=288.0)"
9 GKC20 BR150,Town Water,Liquids,2,40,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=40.0, PS*DN=288.0)"
9 GKC20 BR160,Town Water,Liquids,2,40,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=40.0, PS*DN=288.0)"
9 GKC20 BR170,Town Water,Liquids,2,40,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=40.0, PS*DN=288.0)"
9 GKC20 BR180,Town Water,Liquids,2,32,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=32.0, PS*DN=230.4)"
9 GKC20 BR185,Town Water,Liquids,2,32,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=32.0, PS*DN=230.4)"
9 GKC20 BR300,Town Water,Liquids,2,25,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=25.0, PS*DN=180.0)"
9 GKC20 BR700,Town Water,Liquids,2,25,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=25.0, PS*DN=180.0)"
9 GKC21 BR110,Town Water,Liquids,2,32,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=32.0, PS*DN=230.4)"
9 GKC21 BR120,Town Water,Liquids,2,32,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=32.0, PS*DN=230.4)"
9 GKC22 BR110,Town Water,Liquids,2,32,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=32.0, PS*DN=230.4)"
9 GKC23 BR110,Town Water,Liquids,2,32,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=32.0, PS*DN=230.4)"
9 GKC23 BR115,Town Water,Liquids,2,32,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=32.0, PS*DN=230.4)"
9 GKC23 BR120,Town Water,Liquids,2,32,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=32.0, PS*DN=230.4)"
9 GKC31 BR110,Town Water,Liquids,2,32,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=32.0, PS*DN=230.4)"
9 GKC32 BR110,Town Water,Liquids,2,32,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=32.0, PS*DN=230.4)"
9 GKC40 BR110,Town Water,Liquids,2,32,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=32.0, PS*DN=230.4)"
9 GKC40 BR120,Town Water,Liquids,2,32,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=32.0, PS*DN=230.4)"
9 GKC40 BR130,Town Water,Liquids,2,25,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=25.0, PS*DN=180.0)"
9 GKC40 BR140,Town Water,Liquids,2,32,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=32.0, PS*DN=230.4)"
9 GKC40 BR150,Town Water,Liquids,2,32,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=32.0, PS*DN=230.4)"
9 GKC40 BR160,Town Water,Liquids,2,25,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=25.0, PS*DN=180.0)"
9 GKC40 BR710,Waste Water,Liquids,2,40,1.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.5, DN=40.0, PS*DN=60.0)"
9 GKC40 BR711,Waste Water,Liquids,2,32,1.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.5, DN=32.0, PS*DN=48.0)"
9 GKC40 BR720,Waste Water,Liquids,2,40,1.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.5, DN=40.0, PS*DN=60.0)"
9 GKC40 BR721,Waste Water,Liquids,2,32,1.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.5, DN=32.0, PS*DN=48.0)"
9 GKC41 BR110,Town Water,Liquids,2,32,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=32.0, PS*DN=230.4)"
9 GKC41 BR120,Town Water,Liquids,2,32,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=32.0, PS*DN=230.4)"
9 GKC42 BR110,Town Water,Liquids,2,32,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=32.0, PS*DN=230.4)"
9 GKC42 BR120,Town Water,Liquids,2,32,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=32.0, PS*DN=230.4)"
9 GKC43 BR110,Town Water,Liquids,2,32,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=32.0, PS*DN=230.4)"
9 GKC47 BR110,Town Water,Liquids,2,32,7.2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=7.2, DN=32.0, PS*DN=230.4)"
9 GKX50 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 GKX50 BR920,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 GKX50 BR930,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 GKX50 BR940,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 GMA01 BR110,Waste Water,Liquids,2,50,4,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=4.0, DN=50.0, PS*DN=200.0)"
9 GMA01 BR112,Waste Water,Liquids,2,50,4,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=4.0, DN=50.0, PS*DN=200.0)"
9 GMA01 BR115,Waste Water,Liquids,2,50,4,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=4.0, DN=50.0, PS*DN=200.0)"
9 GMA01 BR120,Waste Water,Liquids,2,50,2.6,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=2.6, DN=50.0, PS*DN=130.0)"
9 GMA01 BR122,Waste Water,Liquids,2,50,2.6,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=2.6, DN=50.0, PS*DN=130.0)"
9 GMA01 BR125,Waste Water,Liquids,2,50,2.6,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=2.6, DN=50.0, PS*DN=130.0)"
9 GMA01 BR710,Waste Water,Liquids,2,50,4,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=4.0, DN=50.0, PS*DN=200.0)"
9 GMA01 BR720,Waste Water,Liquids,2,50,4,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=4.0, DN=50.0, PS*DN=200.0)"
9 GMA50 BR100,Waste Water,Liquids,2,50,1.18,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.18, DN=50.0, PS*DN=59.0)"
9 GMA50 BR710,Bottom Ash Water,Liquids,2,50,4,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=4.0, DN=50.0, PS*DN=200.0)"
9 GMA61 BR105,Bottom Ash Water,Liquids,2,40,3.85,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.85, DN=40.0, PS*DN=154.0)"
9 GMA61 BR110,Bottom Ash Water,Liquids,2,40,3.85,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.85, DN=40.0, PS*DN=154.0)"
9 GMA61 BR120,Bottom Ash Water,Liquids,2,40,3.85,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.85, DN=40.0, PS*DN=154.0)"
9 GMA61 BR130,Bottom Ash Water,Liquids,2,40,3.85,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.85, DN=40.0, PS*DN=154.0)"
9 GMA61 BR140,Bottom Ash Water,Liquids,2,40,3.85,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.85, DN=40.0, PS*DN=154.0)"
9 GMA61 BR715,Bottom Ash Water,Liquids,2,40,3.85,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.85, DN=40.0, PS*DN=154.0)"
9 GMA62 BR105,Bottom Ash Water,Liquids,2,40,3.85,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.85, DN=40.0, PS*DN=154.0)"
9 GMA62 BR110,Bottom Ash Water,Liquids,2,40,3.85,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.85, DN=40.0, PS*DN=154.0)"
9 GMA62 BR120,Bottom Ash Water,Liquids,2,40,3.85,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.85, DN=40.0, PS*DN=154.0)"
9 GMA62 BR130,Bottom Ash Water,Liquids,2,40,3.85,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.85, DN=40.0, PS*DN=154.0)"
9 GMA62 BR140,Bottom Ash Water,Liquids,2,40,3.85,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.85, DN=40.0, PS*DN=154.0)"
9 GMA62 BR715,Bottom Ash Water,Liquids,2,40,3.85,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=3.85, DN=40.0, PS*DN=154.0)"
9 GMA70 BR100,Bottom Ash Water,Liquids,2,50,2,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=2.0, DN=50.0, PS*DN=100.0)"
